"","item","rating","literality","addressee","role","Subject","response"
"43109",78,"Valence","irony","self","Listener","S10_3R",5
"43110",78,"Valence","irony","self","Listener","S11_3R",4
"43111",78,"Valence","irony","self","Listener","S12_3R",2
"43112",78,"Valence","irony","self","Listener","S13_3R",2
"43113",78,"Valence","irony","self","Listener","S14_3R",3
"43114",78,"Valence","irony","self","Listener","S16_3R",2
"43115",78,"Valence","irony","self","Listener","S18_3R",3
"43116",78,"Valence","irony","self","Listener","S19_3R",4
"43117",78,"Valence","irony","self","Listener","S20_3R",2
"43118",78,"Valence","irony","self","Listener","S21_3R",2
"43119",78,"Valence","irony","self","Listener","S23_3R",3
"43120",78,"Valence","irony","self","Listener","S25_3R",3
"43121",4,"Arousal","literal","self","Listener","S01_3R",2
"43122",4,"Arousal","literal","self","Listener","S03_3R",6
"43123",4,"Arousal","literal","self","Listener","S04_3R",5
"43124",4,"Arousal","literal","self","Listener","S05_3R",5
"43125",4,"Arousal","literal","self","Listener","S06_3R",3
"43126",4,"Arousal","literal","self","Listener","S08_3R",3
"43127",4,"Arousal","literal","self","Listener","S10_3R",1
"43128",4,"Arousal","literal","self","Listener","S11_3R",4
"43129",4,"Arousal","literal","self","Listener","S12_3R",2
"43130",4,"Arousal","literal","self","Listener","S13_3R",5
"43131",4,"Arousal","literal","self","Listener","S14_3R",3
"43132",4,"Arousal","literal","self","Listener","S16_3R",3
"43133",4,"Arousal","literal","self","Listener","S18_3R",2
"43134",4,"Arousal","literal","self","Listener","S19_3R",5
"43135",4,"Arousal","literal","self","Listener","S20_3R",6
"43136",4,"Arousal","literal","self","Listener","S21_3R",2
"43137",4,"Arousal","literal","self","Listener","S23_3R",3
"43138",4,"Arousal","literal","self","Listener","S25_3R",5
"43139",8,"Arousal","literal","self","Listener","S01_3R",1
"43140",8,"Arousal","literal","self","Listener","S03_3R",2
"43141",8,"Arousal","literal","self","Listener","S04_3R",4
"43142",8,"Arousal","literal","self","Listener","S05_3R",3
"43143",8,"Arousal","literal","self","Listener","S06_3R",2
"43144",8,"Arousal","literal","self","Listener","S08_3R",3
"43145",8,"Arousal","literal","self","Listener","S10_3R",2
"43146",8,"Arousal","literal","self","Listener","S11_3R",5
"43147",8,"Arousal","literal","self","Listener","S12_3R",5
"43148",8,"Arousal","literal","self","Listener","S13_3R",3
"43149",8,"Arousal","literal","self","Listener","S14_3R",5
"43150",8,"Arousal","literal","self","Listener","S16_3R",3
"43151",8,"Arousal","literal","self","Listener","S18_3R",1
"43152",8,"Arousal","literal","self","Listener","S19_3R",4
"43153",8,"Arousal","literal","self","Listener","S20_3R",4
"43154",8,"Arousal","literal","self","Listener","S21_3R",2
"43155",8,"Arousal","literal","self","Listener","S23_3R",5
"43156",8,"Arousal","literal","self","Listener","S25_3R",5
"43157",12,"Arousal","literal","self","Listener","S01_3R",1
"43158",12,"Arousal","literal","self","Listener","S03_3R",4
"43159",12,"Arousal","literal","self","Listener","S04_3R",4
"43160",12,"Arousal","literal","self","Listener","S05_3R",3
"43161",12,"Arousal","literal","self","Listener","S06_3R",3
"43162",12,"Arousal","literal","self","Listener","S08_3R",5
"43163",12,"Arousal","literal","self","Listener","S10_3R",2
"43164",12,"Arousal","literal","self","Listener","S11_3R",4
"43165",12,"Arousal","literal","self","Listener","S12_3R",3
"43166",12,"Arousal","literal","self","Listener","S13_3R",3
"43167",12,"Arousal","literal","self","Listener","S14_3R",5
"43168",12,"Arousal","literal","self","Listener","S16_3R",5
"43169",12,"Arousal","literal","self","Listener","S18_3R",1
"43170",12,"Arousal","literal","self","Listener","S19_3R",3
"43171",12,"Arousal","literal","self","Listener","S20_3R",1
"43172",12,"Arousal","literal","self","Listener","S21_3R",1
"43173",12,"Arousal","literal","self","Listener","S23_3R",2
"43174",12,"Arousal","literal","self","Listener","S25_3R",1
"43175",16,"Arousal","literal","self","Listener","S01_3R",2
"43176",16,"Arousal","literal","self","Listener","S03_3R",6
"43177",16,"Arousal","literal","self","Listener","S04_3R",5
"43178",16,"Arousal","literal","self","Listener","S05_3R",4
"43179",16,"Arousal","literal","self","Listener","S06_3R",6
"43180",16,"Arousal","literal","self","Listener","S08_3R",3
"43181",16,"Arousal","literal","self","Listener","S10_3R",4
"43182",16,"Arousal","literal","self","Listener","S11_3R",5
"43183",16,"Arousal","literal","self","Listener","S12_3R",5
"43184",16,"Arousal","literal","self","Listener","S13_3R",5
"43185",16,"Arousal","literal","self","Listener","S14_3R",5
"43186",16,"Arousal","literal","self","Listener","S16_3R",7
"43187",16,"Arousal","literal","self","Listener","S18_3R",2
"43188",16,"Arousal","literal","self","Listener","S19_3R",3
"43189",16,"Arousal","literal","self","Listener","S20_3R",1
"43190",16,"Arousal","literal","self","Listener","S21_3R",5
"43191",16,"Arousal","literal","self","Listener","S23_3R",3
"43192",16,"Arousal","literal","self","Listener","S25_3R",5
"43193",20,"Arousal","literal","self","Listener","S01_3R",1
"43194",20,"Arousal","literal","self","Listener","S03_3R",4
"43195",20,"Arousal","literal","self","Listener","S04_3R",5
"43196",20,"Arousal","literal","self","Listener","S05_3R",5
"43197",20,"Arousal","literal","self","Listener","S06_3R",3
"43198",20,"Arousal","literal","self","Listener","S08_3R",4
"43199",20,"Arousal","literal","self","Listener","S10_3R",1
"43200",20,"Arousal","literal","self","Listener","S11_3R",4
"43201",20,"Arousal","literal","self","Listener","S12_3R",2
"43202",20,"Arousal","literal","self","Listener","S13_3R",3
"43203",20,"Arousal","literal","self","Listener","S14_3R",5
"43204",20,"Arousal","literal","self","Listener","S16_3R",5
"43205",20,"Arousal","literal","self","Listener","S18_3R",1
"43206",20,"Arousal","literal","self","Listener","S19_3R",5
"43207",20,"Arousal","literal","self","Listener","S20_3R",3
"43208",20,"Arousal","literal","self","Listener","S21_3R",3
"43209",20,"Arousal","literal","self","Listener","S23_3R",3
"43210",20,"Arousal","literal","self","Listener","S25_3R",3
"43211",24,"Arousal","literal","self","Listener","S01_3R",3
"43212",24,"Arousal","literal","self","Listener","S03_3R",7
"43213",24,"Arousal","literal","self","Listener","S04_3R",5
"43214",24,"Arousal","literal","self","Listener","S05_3R",5
"43215",24,"Arousal","literal","self","Listener","S06_3R",5
"43216",24,"Arousal","literal","self","Listener","S08_3R",4
"43217",24,"Arousal","literal","self","Listener","S10_3R",1
"43218",24,"Arousal","literal","self","Listener","S11_3R",5
"43219",24,"Arousal","literal","self","Listener","S12_3R",4
"43220",24,"Arousal","literal","self","Listener","S13_3R",6
"43221",24,"Arousal","literal","self","Listener","S14_3R",5
"43222",24,"Arousal","literal","self","Listener","S16_3R",4
"43223",24,"Arousal","literal","self","Listener","S18_3R",2
"43224",24,"Arousal","literal","self","Listener","S19_3R",5
"43225",24,"Arousal","literal","self","Listener","S20_3R",7
"43226",24,"Arousal","literal","self","Listener","S21_3R",2
"43227",24,"Arousal","literal","self","Listener","S23_3R",5
"43228",24,"Arousal","literal","self","Listener","S25_3R",5
"43229",28,"Arousal","literal","self","Listener","S01_3R",5
"43230",28,"Arousal","literal","self","Listener","S03_3R",5
"43231",28,"Arousal","literal","self","Listener","S04_3R",3
"43232",28,"Arousal","literal","self","Listener","S05_3R",3
"43233",28,"Arousal","literal","self","Listener","S06_3R",5
"43234",28,"Arousal","literal","self","Listener","S08_3R",3
"43235",28,"Arousal","literal","self","Listener","S10_3R",4
"43236",28,"Arousal","literal","self","Listener","S11_3R",4
"43237",28,"Arousal","literal","self","Listener","S12_3R",5
"43238",28,"Arousal","literal","self","Listener","S13_3R",5
"43239",28,"Arousal","literal","self","Listener","S14_3R",5
"43240",28,"Arousal","literal","self","Listener","S16_3R",5
"43241",28,"Arousal","literal","self","Listener","S18_3R",7
"43242",28,"Arousal","literal","self","Listener","S19_3R",6
"43243",28,"Arousal","literal","self","Listener","S20_3R",7
"43244",28,"Arousal","literal","self","Listener","S21_3R",5
"43245",28,"Arousal","literal","self","Listener","S23_3R",6
"43246",28,"Arousal","literal","self","Listener","S25_3R",4
"43247",32,"Arousal","literal","self","Listener","S01_3R",2
"43248",32,"Arousal","literal","self","Listener","S03_3R",4
"43249",32,"Arousal","literal","self","Listener","S04_3R",7
"43250",32,"Arousal","literal","self","Listener","S05_3R",3
"43251",32,"Arousal","literal","self","Listener","S06_3R",3
"43252",32,"Arousal","literal","self","Listener","S08_3R",1
"43253",32,"Arousal","literal","self","Listener","S10_3R",1
"43254",32,"Arousal","literal","self","Listener","S11_3R",5
"43255",32,"Arousal","literal","self","Listener","S12_3R",4
"43256",32,"Arousal","literal","self","Listener","S13_3R",5
"43257",32,"Arousal","literal","self","Listener","S14_3R",5
"43258",32,"Arousal","literal","self","Listener","S16_3R",5
"43259",32,"Arousal","literal","self","Listener","S18_3R",1
"43260",32,"Arousal","literal","self","Listener","S19_3R",5
"43261",32,"Arousal","literal","self","Listener","S20_3R",4
"43262",32,"Arousal","literal","self","Listener","S21_3R",2
"43263",32,"Arousal","literal","self","Listener","S23_3R",5
"43264",32,"Arousal","literal","self","Listener","S25_3R",3
"43265",36,"Arousal","literal","self","Listener","S01_3R",2
"43266",36,"Arousal","literal","self","Listener","S03_3R",4
"43267",36,"Arousal","literal","self","Listener","S04_3R",6
"43268",36,"Arousal","literal","self","Listener","S05_3R",6
"43269",36,"Arousal","literal","self","Listener","S06_3R",5
"43270",36,"Arousal","literal","self","Listener","S08_3R",2
"43271",36,"Arousal","literal","self","Listener","S10_3R",4
"43272",36,"Arousal","literal","self","Listener","S11_3R",5
"43273",36,"Arousal","literal","self","Listener","S12_3R",5
"43274",36,"Arousal","literal","self","Listener","S13_3R",7
"43275",36,"Arousal","literal","self","Listener","S14_3R",4
"43276",36,"Arousal","literal","self","Listener","S16_3R",6
"43277",36,"Arousal","literal","self","Listener","S18_3R",5
"43278",36,"Arousal","literal","self","Listener","S19_3R",7
"43279",36,"Arousal","literal","self","Listener","S20_3R",7
"43280",36,"Arousal","literal","self","Listener","S21_3R",5
"43281",36,"Arousal","literal","self","Listener","S23_3R",7
"43282",36,"Arousal","literal","self","Listener","S25_3R",4
"43283",40,"Arousal","literal","self","Listener","S01_3R",2
"43284",40,"Arousal","literal","self","Listener","S03_3R",6
"43285",40,"Arousal","literal","self","Listener","S04_3R",6
"43286",40,"Arousal","literal","self","Listener","S05_3R",4
"43287",40,"Arousal","literal","self","Listener","S06_3R",5
"43288",40,"Arousal","literal","self","Listener","S08_3R",3
"43289",40,"Arousal","literal","self","Listener","S10_3R",4
"43290",40,"Arousal","literal","self","Listener","S11_3R",4
"43291",40,"Arousal","literal","self","Listener","S12_3R",3
"43292",40,"Arousal","literal","self","Listener","S13_3R",6
"43293",40,"Arousal","literal","self","Listener","S14_3R",5
"43294",40,"Arousal","literal","self","Listener","S16_3R",6
"43295",40,"Arousal","literal","self","Listener","S18_3R",5
"43296",40,"Arousal","literal","self","Listener","S19_3R",7
"43297",40,"Arousal","literal","self","Listener","S20_3R",7
"43298",40,"Arousal","literal","self","Listener","S21_3R",5
"43299",40,"Arousal","literal","self","Listener","S23_3R",6
"43300",40,"Arousal","literal","self","Listener","S25_3R",3
"43301",44,"Arousal","literal","self","Listener","S01_3R",2
"43302",44,"Arousal","literal","self","Listener","S03_3R",4
"43303",44,"Arousal","literal","self","Listener","S04_3R",1
"43304",44,"Arousal","literal","self","Listener","S05_3R",4
"43305",44,"Arousal","literal","self","Listener","S06_3R",3
"43306",44,"Arousal","literal","self","Listener","S08_3R",1
"43307",44,"Arousal","literal","self","Listener","S10_3R",2
"43308",44,"Arousal","literal","self","Listener","S11_3R",5
"43309",44,"Arousal","literal","self","Listener","S12_3R",4
"43310",44,"Arousal","literal","self","Listener","S13_3R",4
"43311",44,"Arousal","literal","self","Listener","S14_3R",5
"43312",44,"Arousal","literal","self","Listener","S16_3R",5
"43313",44,"Arousal","literal","self","Listener","S18_3R",1
"43314",44,"Arousal","literal","self","Listener","S19_3R",3
"43315",44,"Arousal","literal","self","Listener","S20_3R",3
"43316",44,"Arousal","literal","self","Listener","S21_3R",1
"43317",44,"Arousal","literal","self","Listener","S23_3R",3
"43318",44,"Arousal","literal","self","Listener","S25_3R",4
"43319",48,"Arousal","literal","self","Listener","S01_3R",1
"43320",48,"Arousal","literal","self","Listener","S03_3R",5
"43321",48,"Arousal","literal","self","Listener","S04_3R",3
"43322",48,"Arousal","literal","self","Listener","S05_3R",3
"43323",48,"Arousal","literal","self","Listener","S06_3R",2
"43324",48,"Arousal","literal","self","Listener","S08_3R",3
"43325",48,"Arousal","literal","self","Listener","S10_3R",3
"43326",48,"Arousal","literal","self","Listener","S11_3R",4
"43327",48,"Arousal","literal","self","Listener","S12_3R",1
"43328",48,"Arousal","literal","self","Listener","S13_3R",5
"43329",48,"Arousal","literal","self","Listener","S14_3R",5
"43330",48,"Arousal","literal","self","Listener","S16_3R",3
"43331",48,"Arousal","literal","self","Listener","S18_3R",3
"43332",48,"Arousal","literal","self","Listener","S19_3R",5
"43333",48,"Arousal","literal","self","Listener","S20_3R",3
"43334",48,"Arousal","literal","self","Listener","S21_3R",1
"43335",48,"Arousal","literal","self","Listener","S23_3R",4
"43336",48,"Arousal","literal","self","Listener","S25_3R",4
"43337",52,"Arousal","literal","self","Listener","S01_3R",1
"43338",52,"Arousal","literal","self","Listener","S03_3R",5
"43339",52,"Arousal","literal","self","Listener","S04_3R",4
"43340",52,"Arousal","literal","self","Listener","S05_3R",4
"43341",52,"Arousal","literal","self","Listener","S06_3R",5
"43342",52,"Arousal","literal","self","Listener","S08_3R",2
"43343",52,"Arousal","literal","self","Listener","S10_3R",1
"43344",52,"Arousal","literal","self","Listener","S11_3R",5
"43345",52,"Arousal","literal","self","Listener","S12_3R",4
"43346",52,"Arousal","literal","self","Listener","S13_3R",2
"43347",52,"Arousal","literal","self","Listener","S14_3R",3
"43348",52,"Arousal","literal","self","Listener","S16_3R",5
"43349",52,"Arousal","literal","self","Listener","S18_3R",4
"43350",52,"Arousal","literal","self","Listener","S19_3R",5
"43351",52,"Arousal","literal","self","Listener","S20_3R",7
"43352",52,"Arousal","literal","self","Listener","S21_3R",1
"43353",52,"Arousal","literal","self","Listener","S23_3R",2
"43354",52,"Arousal","literal","self","Listener","S25_3R",4
"43355",56,"Arousal","literal","self","Listener","S01_3R",3
"43356",56,"Arousal","literal","self","Listener","S03_3R",7
"43357",56,"Arousal","literal","self","Listener","S04_3R",6
"43358",56,"Arousal","literal","self","Listener","S05_3R",5
"43359",56,"Arousal","literal","self","Listener","S06_3R",6
"43360",56,"Arousal","literal","self","Listener","S08_3R",3
"43361",56,"Arousal","literal","self","Listener","S10_3R",2
"43362",56,"Arousal","literal","self","Listener","S11_3R",4
"43363",56,"Arousal","literal","self","Listener","S12_3R",4
"43364",56,"Arousal","literal","self","Listener","S13_3R",3
"43365",56,"Arousal","literal","self","Listener","S14_3R",3
"43366",56,"Arousal","literal","self","Listener","S16_3R",6
"43367",56,"Arousal","literal","self","Listener","S18_3R",5
"43368",56,"Arousal","literal","self","Listener","S19_3R",4
"43369",56,"Arousal","literal","self","Listener","S20_3R",4
"43370",56,"Arousal","literal","self","Listener","S21_3R",4
"43371",56,"Arousal","literal","self","Listener","S23_3R",5
"43372",56,"Arousal","literal","self","Listener","S25_3R",5
"43373",60,"Arousal","literal","self","Listener","S01_3R",2
"43374",60,"Arousal","literal","self","Listener","S03_3R",5
"43375",60,"Arousal","literal","self","Listener","S04_3R",4
"43376",60,"Arousal","literal","self","Listener","S05_3R",5
"43377",60,"Arousal","literal","self","Listener","S06_3R",3
"43378",60,"Arousal","literal","self","Listener","S08_3R",4
"43379",60,"Arousal","literal","self","Listener","S10_3R",3
"43380",60,"Arousal","literal","self","Listener","S11_3R",3
"43381",60,"Arousal","literal","self","Listener","S12_3R",4
"43382",60,"Arousal","literal","self","Listener","S13_3R",4
"43383",60,"Arousal","literal","self","Listener","S14_3R",5
"43384",60,"Arousal","literal","self","Listener","S16_3R",7
"43385",60,"Arousal","literal","self","Listener","S18_3R",3
"43386",60,"Arousal","literal","self","Listener","S19_3R",5
"43387",60,"Arousal","literal","self","Listener","S20_3R",7
"43388",60,"Arousal","literal","self","Listener","S21_3R",1
"43389",60,"Arousal","literal","self","Listener","S23_3R",6
"43390",60,"Arousal","literal","self","Listener","S25_3R",2
"43391",64,"Arousal","literal","self","Listener","S01_3R",2
"43392",64,"Arousal","literal","self","Listener","S03_3R",4
"43393",64,"Arousal","literal","self","Listener","S04_3R",6
"43394",64,"Arousal","literal","self","Listener","S05_3R",5
"43395",64,"Arousal","literal","self","Listener","S06_3R",3
"43396",64,"Arousal","literal","self","Listener","S08_3R",1
"43397",64,"Arousal","literal","self","Listener","S10_3R",2
"43398",64,"Arousal","literal","self","Listener","S11_3R",4
"43399",64,"Arousal","literal","self","Listener","S12_3R",4
"43400",64,"Arousal","literal","self","Listener","S13_3R",5
"43401",64,"Arousal","literal","self","Listener","S14_3R",5
"43402",64,"Arousal","literal","self","Listener","S16_3R",7
"43403",64,"Arousal","literal","self","Listener","S18_3R",2
"43404",64,"Arousal","literal","self","Listener","S19_3R",6
"43405",64,"Arousal","literal","self","Listener","S20_3R",4
"43406",64,"Arousal","literal","self","Listener","S21_3R",4
"43407",64,"Arousal","literal","self","Listener","S23_3R",5
"43408",64,"Arousal","literal","self","Listener","S25_3R",4
"43409",68,"Arousal","literal","self","Listener","S01_3R",2
"43410",68,"Arousal","literal","self","Listener","S03_3R",5
"43411",68,"Arousal","literal","self","Listener","S04_3R",4
"43412",68,"Arousal","literal","self","Listener","S05_3R",4
"43413",68,"Arousal","literal","self","Listener","S06_3R",1
"43414",68,"Arousal","literal","self","Listener","S08_3R",1
"43415",68,"Arousal","literal","self","Listener","S10_3R",2
"43416",68,"Arousal","literal","self","Listener","S11_3R",6
"43417",68,"Arousal","literal","self","Listener","S12_3R",1
"43418",68,"Arousal","literal","self","Listener","S13_3R",3
"43419",68,"Arousal","literal","self","Listener","S14_3R",6
"43420",68,"Arousal","literal","self","Listener","S16_3R",4
"43421",68,"Arousal","literal","self","Listener","S18_3R",3
"43422",68,"Arousal","literal","self","Listener","S19_3R",5
"43423",68,"Arousal","literal","self","Listener","S20_3R",6
"43424",68,"Arousal","literal","self","Listener","S21_3R",1
"43425",68,"Arousal","literal","self","Listener","S23_3R",4
"43426",68,"Arousal","literal","self","Listener","S25_3R",4
"43427",72,"Arousal","literal","self","Listener","S01_3R",1
"43428",72,"Arousal","literal","self","Listener","S03_3R",3
"43429",72,"Arousal","literal","self","Listener","S04_3R",4
"43430",72,"Arousal","literal","self","Listener","S05_3R",4
"43431",72,"Arousal","literal","self","Listener","S06_3R",2
"43432",72,"Arousal","literal","self","Listener","S08_3R",2
"43433",72,"Arousal","literal","self","Listener","S10_3R",1
"43434",72,"Arousal","literal","self","Listener","S11_3R",4
"43435",72,"Arousal","literal","self","Listener","S12_3R",4
"43436",72,"Arousal","literal","self","Listener","S13_3R",3
"43437",72,"Arousal","literal","self","Listener","S14_3R",5
"43438",72,"Arousal","literal","self","Listener","S16_3R",4
"43439",72,"Arousal","literal","self","Listener","S18_3R",1
"43440",72,"Arousal","literal","self","Listener","S19_3R",4
"43441",72,"Arousal","literal","self","Listener","S20_3R",3
"43442",72,"Arousal","literal","self","Listener","S21_3R",1
"43443",72,"Arousal","literal","self","Listener","S23_3R",4
"43444",72,"Arousal","literal","self","Listener","S25_3R",2
"43445",76,"Arousal","literal","self","Listener","S01_3R",1
"43446",76,"Arousal","literal","self","Listener","S03_3R",6
"43447",76,"Arousal","literal","self","Listener","S04_3R",7
"43448",76,"Arousal","literal","self","Listener","S05_3R",4
"43449",76,"Arousal","literal","self","Listener","S06_3R",4
"43450",76,"Arousal","literal","self","Listener","S08_3R",5
"43451",76,"Arousal","literal","self","Listener","S10_3R",5
"43452",76,"Arousal","literal","self","Listener","S11_3R",3
"43453",76,"Arousal","literal","self","Listener","S12_3R",2
"43454",76,"Arousal","literal","self","Listener","S13_3R",4
"43455",76,"Arousal","literal","self","Listener","S14_3R",5
"43456",76,"Arousal","literal","self","Listener","S16_3R",3
"43457",76,"Arousal","literal","self","Listener","S18_3R",1
"43458",76,"Arousal","literal","self","Listener","S19_3R",4
"43459",76,"Arousal","literal","self","Listener","S20_3R",7
"43460",76,"Arousal","literal","self","Listener","S21_3R",1
"43461",76,"Arousal","literal","self","Listener","S23_3R",3
"43462",76,"Arousal","literal","self","Listener","S25_3R",6
"43463",80,"Arousal","literal","self","Listener","S01_3R",2
"43464",80,"Arousal","literal","self","Listener","S03_3R",5
"43465",80,"Arousal","literal","self","Listener","S04_3R",6
"43466",80,"Arousal","literal","self","Listener","S05_3R",4
"43467",80,"Arousal","literal","self","Listener","S06_3R",5
"43468",80,"Arousal","literal","self","Listener","S08_3R",2
"43469",80,"Arousal","literal","self","Listener","S10_3R",1
"43470",80,"Arousal","literal","self","Listener","S11_3R",4
"43471",80,"Arousal","literal","self","Listener","S12_3R",4
"43472",80,"Arousal","literal","self","Listener","S13_3R",5
"43473",80,"Arousal","literal","self","Listener","S14_3R",4
"43474",80,"Arousal","literal","self","Listener","S16_3R",7
"43475",80,"Arousal","literal","self","Listener","S18_3R",5
"43476",80,"Arousal","literal","self","Listener","S19_3R",5
"43477",80,"Arousal","literal","self","Listener","S20_3R",4
"43478",80,"Arousal","literal","self","Listener","S21_3R",3
"43479",80,"Arousal","literal","self","Listener","S23_3R",5
"43480",80,"Arousal","literal","self","Listener","S25_3R",4
"43481",4,"Valence","literal","self","Listener","S01_3R",3
"43482",4,"Valence","literal","self","Listener","S03_3R",3
"43483",4,"Valence","literal","self","Listener","S04_3R",3
"43484",4,"Valence","literal","self","Listener","S05_3R",3
"43485",4,"Valence","literal","self","Listener","S06_3R",3
"43486",4,"Valence","literal","self","Listener","S08_3R",2
"43487",4,"Valence","literal","self","Listener","S10_3R",4
"43488",4,"Valence","literal","self","Listener","S11_3R",4
"43489",4,"Valence","literal","self","Listener","S12_3R",3
"43490",4,"Valence","literal","self","Listener","S13_3R",3
"43491",4,"Valence","literal","self","Listener","S14_3R",5
"43492",4,"Valence","literal","self","Listener","S16_3R",3
"43493",4,"Valence","literal","self","Listener","S18_3R",2
"43494",4,"Valence","literal","self","Listener","S19_3R",4
"43495",4,"Valence","literal","self","Listener","S20_3R",1
"43496",4,"Valence","literal","self","Listener","S21_3R",4
"43497",4,"Valence","literal","self","Listener","S23_3R",2
"43498",4,"Valence","literal","self","Listener","S25_3R",1
"43499",8,"Valence","literal","self","Listener","S01_3R",4
"43500",8,"Valence","literal","self","Listener","S03_3R",3
"43501",8,"Valence","literal","self","Listener","S04_3R",3
"43502",8,"Valence","literal","self","Listener","S05_3R",1
"43503",8,"Valence","literal","self","Listener","S06_3R",3
"43504",8,"Valence","literal","self","Listener","S08_3R",4
"43505",8,"Valence","literal","self","Listener","S10_3R",2
"43506",8,"Valence","literal","self","Listener","S11_3R",3
"43507",8,"Valence","literal","self","Listener","S12_3R",3
"43508",8,"Valence","literal","self","Listener","S13_3R",3
"43509",8,"Valence","literal","self","Listener","S14_3R",2
"43510",8,"Valence","literal","self","Listener","S16_3R",3
"43511",8,"Valence","literal","self","Listener","S18_3R",3
"43512",8,"Valence","literal","self","Listener","S19_3R",5
"43513",8,"Valence","literal","self","Listener","S20_3R",2
"43514",8,"Valence","literal","self","Listener","S21_3R",2
"43515",8,"Valence","literal","self","Listener","S23_3R",3
"43516",8,"Valence","literal","self","Listener","S25_3R",5
"43517",12,"Valence","literal","self","Listener","S01_3R",4
"43518",12,"Valence","literal","self","Listener","S03_3R",3
"43519",12,"Valence","literal","self","Listener","S04_3R",3
"43520",12,"Valence","literal","self","Listener","S05_3R",3
"43521",12,"Valence","literal","self","Listener","S06_3R",1
"43522",12,"Valence","literal","self","Listener","S08_3R",2
"43523",12,"Valence","literal","self","Listener","S10_3R",5
"43524",12,"Valence","literal","self","Listener","S11_3R",5
"43525",12,"Valence","literal","self","Listener","S12_3R",4
"43526",12,"Valence","literal","self","Listener","S13_3R",3
"43527",12,"Valence","literal","self","Listener","S14_3R",3
"43528",12,"Valence","literal","self","Listener","S16_3R",3
"43529",12,"Valence","literal","self","Listener","S18_3R",3
"43530",12,"Valence","literal","self","Listener","S19_3R",4
"43531",12,"Valence","literal","self","Listener","S20_3R",1
"43532",12,"Valence","literal","self","Listener","S21_3R",3
"43533",12,"Valence","literal","self","Listener","S23_3R",2
"43534",12,"Valence","literal","self","Listener","S25_3R",2
"43535",16,"Valence","literal","self","Listener","S01_3R",1
"43536",16,"Valence","literal","self","Listener","S03_3R",2
"43537",16,"Valence","literal","self","Listener","S04_3R",3
"43538",16,"Valence","literal","self","Listener","S05_3R",2
"43539",16,"Valence","literal","self","Listener","S06_3R",2
"43540",16,"Valence","literal","self","Listener","S08_3R",2
"43541",16,"Valence","literal","self","Listener","S10_3R",4
"43542",16,"Valence","literal","self","Listener","S11_3R",3
"43543",16,"Valence","literal","self","Listener","S12_3R",2
"43544",16,"Valence","literal","self","Listener","S13_3R",2
"43545",16,"Valence","literal","self","Listener","S14_3R",3
"43546",16,"Valence","literal","self","Listener","S16_3R",2
"43547",16,"Valence","literal","self","Listener","S18_3R",2
"43548",16,"Valence","literal","self","Listener","S19_3R",4
"43549",16,"Valence","literal","self","Listener","S20_3R",2
"43550",16,"Valence","literal","self","Listener","S21_3R",2
"43551",16,"Valence","literal","self","Listener","S23_3R",3
"43552",16,"Valence","literal","self","Listener","S25_3R",3
"43553",20,"Valence","literal","self","Listener","S01_3R",3
"43554",20,"Valence","literal","self","Listener","S03_3R",3
"43555",20,"Valence","literal","self","Listener","S04_3R",4
"43556",20,"Valence","literal","self","Listener","S05_3R",4
"43557",20,"Valence","literal","self","Listener","S06_3R",3
"43558",20,"Valence","literal","self","Listener","S08_3R",2
"43559",20,"Valence","literal","self","Listener","S10_3R",3
"43560",20,"Valence","literal","self","Listener","S11_3R",2
"43561",20,"Valence","literal","self","Listener","S12_3R",4
"43562",20,"Valence","literal","self","Listener","S13_3R",5
"43563",20,"Valence","literal","self","Listener","S14_3R",3
"43564",20,"Valence","literal","self","Listener","S16_3R",3
"43565",20,"Valence","literal","self","Listener","S18_3R",2
"43566",20,"Valence","literal","self","Listener","S19_3R",4
"43567",20,"Valence","literal","self","Listener","S20_3R",2
"43568",20,"Valence","literal","self","Listener","S21_3R",2
"43569",20,"Valence","literal","self","Listener","S23_3R",3
"43570",20,"Valence","literal","self","Listener","S25_3R",6
"43571",24,"Valence","literal","self","Listener","S01_3R",3
"43572",24,"Valence","literal","self","Listener","S03_3R",3
"43573",24,"Valence","literal","self","Listener","S04_3R",3
"43574",24,"Valence","literal","self","Listener","S05_3R",2
"43575",24,"Valence","literal","self","Listener","S06_3R",4
"43576",24,"Valence","literal","self","Listener","S08_3R",6
"43577",24,"Valence","literal","self","Listener","S10_3R",3
"43578",24,"Valence","literal","self","Listener","S11_3R",4
"43579",24,"Valence","literal","self","Listener","S12_3R",4
"43580",24,"Valence","literal","self","Listener","S13_3R",6
"43581",24,"Valence","literal","self","Listener","S14_3R",2
"43582",24,"Valence","literal","self","Listener","S16_3R",3
"43583",24,"Valence","literal","self","Listener","S18_3R",5
"43584",24,"Valence","literal","self","Listener","S19_3R",6
"43585",24,"Valence","literal","self","Listener","S20_3R",1
"43586",24,"Valence","literal","self","Listener","S21_3R",4
"43587",24,"Valence","literal","self","Listener","S23_3R",3
"43588",24,"Valence","literal","self","Listener","S25_3R",4
"43589",28,"Valence","literal","self","Listener","S01_3R",3
"43590",28,"Valence","literal","self","Listener","S03_3R",2
"43591",28,"Valence","literal","self","Listener","S04_3R",3
"43592",28,"Valence","literal","self","Listener","S05_3R",3
"43593",28,"Valence","literal","self","Listener","S06_3R",3
"43594",28,"Valence","literal","self","Listener","S08_3R",2
